,id,date,likes,retweet,reply,tweet
0,1323914087340781569,2020-11-04 09:04:50+00:00,420435,42013,36796,KANYE 2024 https://t.co/Zm2pKcn12t
1,1323730046125699072,2020-11-03 20:53:31+00:00,220999,8199,8721,I VOTED 🇺🇸 https://t.co/hlgIJUST4x
2,1323729643828989953,2020-11-03 20:51:55+00:00,89995,3134,3592,KANYE2020 🇺🇸 https://t.co/3kd8vrrHZQ
3,1323729368594575361,2020-11-03 20:50:49+00:00,70659,2062,2960,🕊 https://t.co/tFqpKyQzkY
4,1323727338387902465,2020-11-03 20:42:45+00:00,78800,3748,7570,The first vote of my life         We are here to serve      We pray for every servant leader in the world  🕊 https://t.co/UWSrKslCt1
5,1323726544997474304,2020-11-03 20:39:36+00:00,44147,2371,3466,KEEP BELIEVING KANYE 2020    Thank you Jesus Christ https://t.co/OgFDGOCAOp
6,1323643421601378306,2020-11-03 15:09:18+00:00,48602,2570,2279,Favs https://t.co/0oO13dEviF
7,1323641361216626691,2020-11-03 15:01:07+00:00,52536,7890,1003,We will heal. We will cure.
8,1323641120778145792,2020-11-03 15:00:09+00:00,190312,18733,7732,"God is so good 😊 Today I am voting for the first time in my life for the President of the United States, and it's for someone I truly trust...me. 🇺🇸 🕊"
9,1323640310321176577,2020-11-03 14:56:56+00:00,65049,3853,602,I channel Will Ferrel when I’m at the daddy daughter dances
10,1323638153907900416,2020-11-03 14:48:22+00:00,124175,24541,1506,Life is the ultimate gift
11,1323479840121450497,2020-11-03 04:19:17+00:00,89457,9176,6090,So many of us need so much less than we have especially when so many of us are in need
12,1323479605970259972,2020-11-03 04:18:21+00:00,66345,9673,927,I hear people say ... this person is cool and this person is not cool... people are cool... man has never invented anything as awesome as a an actual person but sometimes we value the objects we create over life itself
13,1323479125814771714,2020-11-03 04:16:27+00:00,46632,3185,1231,I was just speaking with someone that told me their life story and they used to be homeless      We must and will cure homelessness and hunger   We have the capability as a species
14,1323477087194210305,2020-11-03 04:08:21+00:00,32702,3188,611,We as a people will heal. We will insure the well being of each other
15,1323476950489341953,2020-11-03 04:07:48+00:00,63131,4835,2027,There are people sleeping in parking lots
16,1323476766439038976,2020-11-03 04:07:04+00:00,68352,4459,2333,We will cure hunger
17,1323077633802817537,2020-11-02 01:41:04+00:00,248813,17783,2783,The Weekend as The Nutty Professor was hands down the best costume this Halloween ⛷ https://t.co/6he1adovRY
18,1322353987404800000,2020-10-31 01:45:33+00:00,21402,1242,1827,Praise God. Thank you so much #DoveAwards       God continues to send encouragement      Good is winning     Things are changing     Praise God https://t.co/OYU12hBWX8
19,1322324911738642432,2020-10-30 23:50:01+00:00,66936,3623,2360,How it’s going 🇺🇸 https://t.co/ayol8Sf0OR
20,1322324767571992576,2020-10-30 23:49:26+00:00,63822,3874,2253,How the day started 🙃 https://t.co/UyQUWqd2mT
21,1322298679919693824,2020-10-30 22:05:47+00:00,76357,4107,2119,THE ROCK IS STILL ALIVE https://t.co/gvChkbcsQj
22,1322284560361558016,2020-10-30 21:09:40+00:00,76332,4309,2159,2020 VISION 🇺🇸 https://t.co/Usl1fppN4r
23,1322282733683372033,2020-10-30 21:02:25+00:00,21573,854,1686,Dear Future started as an op-ed and turned into a VISION PRAYER 🕊 https://t.co/hN8Zhz5EUp
24,1322252393036197889,2020-10-30 19:01:51+00:00,17019,925,1639,"DEAR FUTURE, I STILL BELIEVE IN YOU      PRINTED IN THE NEW YORK TIMES THIS MORNING     https://t.co/3hGgcjHzRE https://t.co/7tlMR2wa0q"
25,1322242112688058368,2020-10-30 18:21:00+00:00,22609,2384,1790,https://t.co/3hGgcjHzRE https://t.co/l1BJySj4TK
26,1321928365570359297,2020-10-29 21:34:17+00:00,91647,12709,1505,EMPATHY IS THE GLUE
27,1321875427065913345,2020-10-29 18:03:55+00:00,123954,18250,3620,NAH NAH NAH REMIX DABABY &amp; 2CHAINZ https://t.co/I0gaZJ0ft7
28,1321682274149048320,2020-10-29 05:16:24+00:00,39242,3199,2450,"DEAR FUTURE, I STILL BELIEVE IN YOU     YEEZY CHRISTIAN ACADEMY https://t.co/GIlTHSCLJU"
29,1321514828469469184,2020-10-28 18:11:02+00:00,54258,6420,2544,We will heal https://t.co/pliy0PJQ9j
30,1321298286964314117,2020-10-28 03:50:34+00:00,16265,723,2142,EVERYDAY    JOEL’S NEW SERMONS ARE SUPER UPLIFTING AND INSPIRING      PRAISE GOD FOR THE MOTIVATION        JESUS STAYS WINNING https://t.co/gitP0B2MJA
31,1321279343843180544,2020-10-28 02:35:18+00:00,49564,1677,633,Halloween coming 💀 https://t.co/4JaQA5YfYn
32,1321237125040197632,2020-10-27 23:47:32+00:00,66361,2385,4835,🤔 I was at 31 million followers 4 weeks ago and now I’ve been held at 30.9 million followers for the last 4 weeks 🤔🤔🤔 https://t.co/AV51hzh8bn
33,1321137260406865920,2020-10-27 17:10:43+00:00,53421,4038,1696,"Just to be CLEAR: WE ARE IN ENGAGED WITH HAITI’s GOVERNMENT  to make a transformational INVESTMENT to bring  JOBS,  DEVELOPMENT, HELP SUPPORT LOCAL  FARMERS and FISHERMEN and Build a  new « CITY OF THE FUTURE » in a very beautiful country."
34,1320769177116798977,2020-10-26 16:48:05+00:00,30071,1370,657,Some Monday morning joy at YEEZY CHRISTIAN ACADEMY https://t.co/W23fMAazaS
35,1320057838555877380,2020-10-24 17:41:28+00:00,35619,5171,1220,https://t.co/rqKBrfNCME
36,1319853917757296640,2020-10-24 04:11:10+00:00,34870,1979,2957,WRITE IN KANYE WEST    THERE IT IS https://t.co/HiJPrUIY9e
37,1319443115107864577,2020-10-23 00:58:47+00:00,49317,5922,4373,HOW TO WRITE IN KANYE WEST https://t.co/lY4BVdTmdm
38,1319409694528634887,2020-10-22 22:45:59+00:00,19415,1612,661,GOD IS LOVE     LEADING WITH LIGHT          https://t.co/TlwzNXRTkL https://t.co/gWMLYLLiE1
39,1318966824126459904,2020-10-21 17:26:10+00:00,197299,11634,1713,Been doing empty stadiums    Happy 40th birthday!!!  I love you so much https://t.co/dCgHhzP2J8
40,1318642959160504320,2020-10-20 19:59:15+00:00,51100,6627,4124,VOTE KANYE https://t.co/sXrotfOHE3
41,1318249575174451200,2020-10-19 17:56:05+00:00,57951,4548,932,OUR BEAUTIFUL LIGHT CLEAR REALITY https://t.co/L0TCuSoSr4
42,1318073280713031680,2020-10-19 06:15:33+00:00,106463,13353,1708,DABABY TURNED THIS VERSE AROUND SO QUICK ITS INSPIRATIONAL TO SEE HOW FAST WE CAN MOVE AS A PEOPLE.   I HAD TO GIVE YALL AT LEAST A SNIPPET. https://t.co/Ap1SNAmFNK
43,1317906647726002176,2020-10-18 19:13:24+00:00,36702,1448,1464,Had to tweet the new ideas 🙈 https://t.co/rO5eyNt9wp
44,1317906276882378752,2020-10-18 19:11:56+00:00,10719,524,241,Food tasting at YCA    new menu going yaezeeeeeeeer https://t.co/qI3tfzjMwJ
45,1317905971318976513,2020-10-18 19:10:43+00:00,10960,653,338,GOD SAVE AMERICA https://t.co/1zDEZA3GhO
46,1317903187420925952,2020-10-18 18:59:39+00:00,19436,2277,711,The forces that our for you are greater than the forces coming against you - Joel Olsteen
47,1317900752950456320,2020-10-18 18:49:59+00:00,113072,6446,1288,👀 https://t.co/WBO5Bg1Da0
48,1317896663801888768,2020-10-18 18:33:44+00:00,8909,734,308,"Pro-“LIFE”- eration, redemption, reparation, (attaching new tissue organically, rebuilding
Maturation:
     -  the scab over the wound, this is when you KNOW you are healed, better than ever, thicker, stronger, more fortified"
49,1317896540967505920,2020-10-18 18:33:15+00:00,11715,1261,229,"Stages of Healing:

The Wound: 
- acknowledging adverse impacts (societal, mental, physical, economic)
Inflammation:
    -   Analogy of white blood cell    (protectors) rushing to the site of injury, fortification, rallying in support
Proliferation"
50,1317896118009696256,2020-10-18 18:31:34+00:00,24266,3229,405,"H.E.A.L 
HOLDING EVERYBODY ACCOUNTABLE for LOVE ! -M1"
51,1317892716542316545,2020-10-18 18:18:03+00:00,167369,17010,2396,I spoke to Dave Chapelle for two hours this morning.    He is our modern day Socrates
52,1317861386198818816,2020-10-18 16:13:33+00:00,62446,6513,581,Jaden Smith Cool Tape Volume 3     I was driving this morning and saw this poster           I’m so proud of this man.  He’s one of my favorite artist and people      The world needs more super heroes like this https://t.co/8pUGn0WTGV
53,1317819037036941313,2020-10-18 13:25:16+00:00,16618,1065,1542,Ive always said SNL uses black people to hold other black people back         My heart goes out to Issa Rae    I’m praying for her and her family     I know that the twenty years of service that I’ve paid in the entertainment field has furthered our ability to be more successful https://t.co/kExwUVVsqv
54,1317626330289262592,2020-10-18 00:39:32+00:00,113082,11748,9228,WRITE IN KANYE WEST https://t.co/0y1dgKth8Q
55,1317587213199265797,2020-10-17 22:04:05+00:00,197703,32679,4445,My memories are from the future
56,1317550429895622657,2020-10-17 19:37:56+00:00,196531,17627,2035,Joe Rogan said it’s cool for me to design the set for our podcast this Friday ⛷ https://t.co/9FOPjU36K3
57,1317484275638435841,2020-10-17 15:15:03+00:00,49592,4859,1124,IF I WOULD PUT MYSELF IN HARMS WAY TO GET MY MASTERS   THEY WOULD PUT THEMSELVES IN HARMS WAY TO STAY THE MASTER
58,1317206250774515712,2020-10-16 20:50:17+00:00,27263,2409,684,Ideas happen twice   Once in your head    Once in reality  -BUJU BANTON         YEEZY IS SIMPLY A MIX OF HYPE WILLIAMS AND GEORGE LUCAS        they set the ideas in my head and now YEEZY is bringing these ideas to our physical real world in service to God
59,1317130827621421059,2020-10-16 15:50:35+00:00,11647,1013,842,TODAY IS THE FIRST DAY OF EARLY VOTING IN LOUISIANA.   VOTE KANYE https://t.co/6A9toADSYq
60,1317130040551919623,2020-10-16 15:47:27+00:00,29925,2707,2596,I’M OFFICIALLY A WRITE-IN CANDIDATE IN THE STATE OF MARYLAND.  VOTE KANYE.    https://t.co/VVESmi75wN
61,1317129798809014283,2020-10-16 15:46:29+00:00,13953,1202,539,"The Town Halls last night showed two different sides of America. It’s time for healing.

“He himself bore our sins” in his body on the cross, so that we might die to sins and live for righteousness; “by his wounds you have been healed.” 1 Peter 2:24"
62,1316741623682871297,2020-10-15 14:04:01+00:00,42348,3753,1025,Thank God for the favor the increase and these YEEZY SLIIIIIIIDZZZZ ⛷ thank Billboard awards for the 9 nominations and 4 wins.  Invite me next time and I’ll pull up https://t.co/ZiqIIwI6Wp
63,1316711254283694085,2020-10-15 12:03:20+00:00,43071,2041,466,https://t.co/nEOd6Auz17
64,1316710875823255554,2020-10-15 12:01:50+00:00,6133,335,203,https://t.co/PooGVJfmoi
65,1316562141739089920,2020-10-15 02:10:49+00:00,46193,3367,1190,Love this game https://t.co/JiB3lKfbIQ
66,1316434065613115392,2020-10-14 17:41:54+00:00,13721,945,400,https://t.co/itT4uCNs8b         Praise God 🙏🏾 https://t.co/qsrv78ZFL9
67,1316389610180751364,2020-10-14 14:45:15+00:00,24244,2129,952,https://t.co/QVUnkXOlO5
68,1316386535592337408,2020-10-14 14:33:02+00:00,11816,1821,677,https://t.co/DRlix9mjvB
69,1316385689462870016,2020-10-14 14:29:40+00:00,23967,2655,779,"At least 600 are reported dead as of yesterday in the conflict 

Deaths mount in Armenia-Azerbaijan clashes amid truce calls"
70,1316248318717030400,2020-10-14 05:23:48+00:00,91951,16362,2459,THE WHOLE TEAM IS SO ENERGIZED THAT I HAD TO RELEASE THEME MUSIC     NAH NAH NAH https://t.co/p3NhTV11cN
71,1316238200864563200,2020-10-14 04:43:36+00:00,50609,1955,701,My friend Eli’s hoodie       Love this https://t.co/75akNRvUr0
72,1316225946479861760,2020-10-14 03:54:54+00:00,87501,10886,2729,PEOLE TRIED TO TALK ME OUT OF RUNNING FOR PRESIDENT... NEVER LET WEAK CONTROLLING PEOPLE KILL YOUR SPIRIT
73,1316225365728137216,2020-10-14 03:52:36+00:00,45736,5079,1927,GET THE WEST WING READY !!! ... this is how I felt when I saw that Kentucky pole result 🌎🌍🌏🪐💫☄️💥🔥🇺🇸 https://t.co/k9e87MGKZL
74,1316173724589060096,2020-10-14 00:27:23+00:00,47803,4437,2227,👀 https://t.co/DLXt0yv1Kh
75,1316171472885313536,2020-10-14 00:18:27+00:00,5386,452,319,https://t.co/n7pLrR9pi5
76,1316119798766428162,2020-10-13 20:53:07+00:00,45129,3259,1415,Thai horn melon https://t.co/BALbqpuwMg
77,1316088546206248960,2020-10-13 18:48:55+00:00,24169,1232,248,"My condolences to the family and the people of Manchester, Tennessee who lost their dedicated Mayor, Lonnie Norman to COVID-19."
78,1316076945432481792,2020-10-13 18:02:49+00:00,14978,1321,1095,EARLY VOTING STARTS TODAY IN KENTUCKY     VOTE KANYE     https://t.co/UUB5pOT1OM
79,1315781067488423937,2020-10-12 22:27:07+00:00,28460,1464,1455,Friends writing me in ⛷ https://t.co/7GVXzYoHjt
80,1315775959463653377,2020-10-12 22:06:49+00:00,153261,84387,4213,"I stand with my Nigerian brothers and sisters to end police brutality, the government must answer to the peoples cries #EndPoliceBrutalityinNigeria"
81,1315766834046541825,2020-10-12 21:30:33+00:00,46750,8091,2570,https://t.co/ZURvTEW9ee  we stepping out on faith https://t.co/ypQfooB35w
82,1315681959708942336,2020-10-12 15:53:18+00:00,131310,14171,1200,I love UZI         I be saying the same thing about Steve Jobs    I be feeling just like UZI
83,1315681604975702016,2020-10-12 15:51:53+00:00,42870,4086,565,https://t.co/HXfuAWkcOI
84,1315680969270198272,2020-10-12 15:49:21+00:00,99576,15608,6012,Black babies lives matter      1000 black children are aborted daily     👀
85,1315680854555848705,2020-10-12 15:48:54+00:00,115163,11976,2438,Would love to go on Joe Rogan’s podcast LIVE this week      I have my team trying to get your number    Joe I’m in Calabassas   Let’s do this my friend ⛷ https://t.co/OCyqWlHaNH
86,1315666266267381760,2020-10-12 14:50:56+00:00,109979,12448,556,Congratulations to the LA Lakers on winning the NBA championship!! Kobe‘s and Gigi’s spirit are alive and I know they’re smiling down on us. LeBron you told us you would win this championship for Kobe and you didn’t let our boy down. 🕊🕊 https://t.co/viab1PNshp
87,1314407219434196993,2020-10-09 03:27:56+00:00,105998,9508,15175,Friends writing me in 🕊 https://t.co/bC4NvFBWB5
88,1314406881851396096,2020-10-09 03:26:35+00:00,23773,1198,1021,KANYE 2020 VISION PURPLE HAT SOLD THE MOST BY FAR        PRAISE GOD      THANKS YOU GUYS FOR YOUR SUPPORT https://t.co/I6Uj8qrntQ
89,1314238565027590146,2020-10-08 16:17:45+00:00,81622,11234,2452,"From $53 million in debt to a net worth of $5 billion in 4 years. Thank you, Jesus. I know I fall short, but I repent. I am fully in service to our Lord and Savior Jesus Christ. We are building schools of the future. Thank God for providing the increase. https://t.co/BwEitkOdqD"
90,1314070506652545024,2020-10-08 05:09:57+00:00,118560,14571,3563,They had to get the merch first https://t.co/8gBTw6g6Jq https://t.co/6R0aJ6YGjJ
91,1314063513413914624,2020-10-08 04:42:10+00:00,26867,2228,1068,https://t.co/8gBTw6g6Jq https://t.co/dibxyuZQ9h
92,1314063205212319745,2020-10-08 04:40:56+00:00,43124,3801,2117,https://t.co/8gBTw6g6Jq https://t.co/nt0areeYVk
93,1313594106942160896,2020-10-06 21:36:55+00:00,96738,5016,691,"My condolences to the family of fashion designer Kenzo Takada, who has recently passed away from COVID-19"
94,1312413216652226560,2020-10-03 15:24:28+00:00,130022,11446,3181,"There’s a crying need for civility across the board.  We need to and will come together in the name of Jesus.

I’m praying for President Trump’s and Melania’s full recovery, just as I would for Joe and Jill Biden if they were stricken, as well as everyone else with COVID-19."
95,1311832442504982528,2020-10-02 00:56:41+00:00,4802,156,133,@BOSS777 Ameer Sudan made it to Atlanta https://t.co/qziw1QoeTy
96,1311480743223341056,2020-10-01 01:39:09+00:00,78618,7802,738,Bron pass it to 2Chainz https://t.co/JAHKs2aXrB
97,1311463338312949760,2020-10-01 00:30:00+00:00,74285,4287,974,Lamborghini light dinner https://t.co/ePmDle37dj
98,1310804374143131648,2020-09-29 04:51:31+00:00,112590,15395,4407,Praying for Armenia     Praying for Breonna Taylor’s family  Praying for a world ravaged by the pandemic   Praying for God’s love to cover us all  Cover our friends and family  soften the hearts of the world    Thank you God for our lives.  In Jesus name Amen
99,1310769972205858816,2020-09-29 02:34:48+00:00,58171,2476,804,Dinner for 2 🕊 https://t.co/0dilfacAqw
100,1310706063616868353,2020-09-28 22:20:51+00:00,33098,5085,674,Our queen speaking on the Matrix https://t.co/XdLoCD3tHT
101,1309853179081830400,2020-09-26 13:51:48+00:00,252015,50315,4999,BELIEVE WHAT I SAY (snippet) https://t.co/U7Y2KQJ5UC
102,1309845708518940673,2020-09-26 13:22:07+00:00,29021,1969,900,"WE ARE HERE TO COMPLETE THE REVOLUTION 

WE ARE ARE BUILDING THE FUTURE https://t.co/Gyh7ofHUBz"
103,1309844279632769026,2020-09-26 13:16:26+00:00,94844,13130,2951,Haiti is where our people started the first revolution that freed us from slavery https://t.co/NDM2uxoPZ4
104,1309458538507513856,2020-09-25 11:43:38+00:00,19359,1955,957,https://t.co/GXmEk1zim0
105,1309458311440367616,2020-09-25 11:42:44+00:00,7473,425,132,https://t.co/B0cMnRgA4j
106,1309458278661881857,2020-09-25 11:42:36+00:00,9650,777,219,https://t.co/cIyO3crhAS
107,1309458218796621824,2020-09-25 11:42:22+00:00,8111,556,168,https://t.co/KugqWGEn3I
108,1309458190694785025,2020-09-25 11:42:15+00:00,7731,554,148,https://t.co/ZPEnDrl9qZ
109,1309458101565829123,2020-09-25 11:41:54+00:00,9131,752,224,https://t.co/e9XdQaRzkh
110,1309458055118180358,2020-09-25 11:41:43+00:00,6576,411,138,https://t.co/8btdHkiYK6
111,1309458025003003905,2020-09-25 11:41:36+00:00,8073,700,134,https://t.co/twgdstscXL
112,1309457925560324096,2020-09-25 11:41:12+00:00,5913,384,104,https://t.co/7QTYYJEpNG
113,1309457858547908608,2020-09-25 11:40:56+00:00,5762,374,87,https://t.co/FjRrWiFboV
114,1309457826608226305,2020-09-25 11:40:49+00:00,6898,534,174,https://t.co/hlrN1YpxL5
115,1309457735172358145,2020-09-25 11:40:27+00:00,5041,292,92,https://t.co/SY41JQqiaH
116,1309457695846653952,2020-09-25 11:40:17+00:00,5123,320,101,https://t.co/gUg7ZxJBoD
117,1309457658454454272,2020-09-25 11:40:08+00:00,6965,617,145,https://t.co/33zJFc3uT6
118,1309457430267465728,2020-09-25 11:39:14+00:00,4501,281,91,https://t.co/E2QAdcRK0h
119,1309457399523291138,2020-09-25 11:39:07+00:00,5503,415,80,https://t.co/3AAO3AHFBl
120,1309457364454715392,2020-09-25 11:38:58+00:00,6005,512,111,https://t.co/1qQI0GeraJ
121,1309457288005066752,2020-09-25 11:38:40+00:00,4625,267,75,https://t.co/4BZGF2IgL9
122,1309457254404575233,2020-09-25 11:38:32+00:00,4391,264,82,https://t.co/Aq5McxhNXk
123,1309457200507748353,2020-09-25 11:38:19+00:00,4111,290,82,https://t.co/AwOpO1Vj40
124,1309457165808283648,2020-09-25 11:38:11+00:00,12419,1955,507,https://t.co/oPVd081Ds4
125,1309457133608542208,2020-09-25 11:38:03+00:00,8242,893,171,https://t.co/IbdsBlgVHy
126,1309457088016515074,2020-09-25 11:37:52+00:00,4793,370,73,https://t.co/RpsWASGbsP
127,1309457051651911683,2020-09-25 11:37:44+00:00,4211,256,81,https://t.co/tT1awJPqFT
128,1309456945716355072,2020-09-25 11:37:19+00:00,4564,299,74,https://t.co/TU0YTbVOWP
129,1309456881824526336,2020-09-25 11:37:03+00:00,6725,603,128,https://t.co/14b6R4nrCp
130,1309456817806770176,2020-09-25 11:36:48+00:00,5527,447,109,https://t.co/3qEWmqgN2x
131,1309456731001544706,2020-09-25 11:36:27+00:00,4609,296,84,https://t.co/2megRNkWi2
132,1309456658020610048,2020-09-25 11:36:10+00:00,26364,2210,1076,This is who we really are https://t.co/wu5rLyGZcX
133,1309435009963524097,2020-09-25 10:10:09+00:00,26716,1632,375,https://t.co/lKRFLYxDMy
134,1309434790412718080,2020-09-25 10:09:16+00:00,8110,450,176,Ernesto Neto https://t.co/dG7dGMpi81
135,1309434717276639232,2020-09-25 10:08:59+00:00,21064,788,876,You guys like stuff ? 🦔 https://t.co/XygUVHnRHT
136,1309434480629870592,2020-09-25 10:08:02+00:00,120579,15517,2619,Bowl https://t.co/eetqsPqX4T
137,1309434407867035654,2020-09-25 10:07:45+00:00,19396,1000,372,2020 hoodie 👀 https://t.co/h1jX2Pxrs2
138,1309434272470753280,2020-09-25 10:07:13+00:00,4059,161,105,https://t.co/glcmErV7JB
139,1309434208780201985,2020-09-25 10:06:58+00:00,4114,183,108,https://t.co/RRZPweqdVw
140,1309434070464692224,2020-09-25 10:06:25+00:00,4769,239,133,https://t.co/V4xx3kLwjY
141,1309434021986869248,2020-09-25 10:06:13+00:00,6489,341,155,Pockets https://t.co/jpEFK1vK9L
142,1309433944941776901,2020-09-25 10:05:55+00:00,10132,572,219,Color https://t.co/pJRPyrQP8H
143,1309433885269405696,2020-09-25 10:05:41+00:00,12947,923,312,Food https://t.co/T6XfWfLzg4
144,1309433779304435712,2020-09-25 10:05:15+00:00,14228,909,275,Concept https://t.co/FZlTYuKQ1C
145,1309433668612567042,2020-09-25 10:04:49+00:00,8643,483,242,🦈 https://t.co/vUqaQIxLpA
146,1309433437414207488,2020-09-25 10:03:54+00:00,3500,184,83,https://t.co/CfPMJZe0kl
147,1309433365196689408,2020-09-25 10:03:37+00:00,3977,221,135,https://t.co/BuhR8ioGvC
148,1309433313745080323,2020-09-25 10:03:24+00:00,3381,172,104,https://t.co/J7e45BiFJV
149,1309433270724108289,2020-09-25 10:03:14+00:00,3372,172,68,https://t.co/Qzo4Mmovze
150,1309433236716761088,2020-09-25 10:03:06+00:00,3450,176,72,https://t.co/OTa0T5zOmQ
151,1309433205280387074,2020-09-25 10:02:58+00:00,3297,203,68,Bianca Saunders https://t.co/UvvaPyIMuT
152,1309432962459541504,2020-09-25 10:02:00+00:00,4155,193,96,https://t.co/Ivs7uBVLL6
153,1309432921321869312,2020-09-25 10:01:51+00:00,4715,204,94,David Koma      I liked this collection a lot https://t.co/G4VwO4gYLq
154,1309432489442709504,2020-09-25 10:00:08+00:00,61987,3369,3561,⛷ https://t.co/6rQJDcf3jN
155,1309431960624922629,2020-09-25 09:58:02+00:00,5782,243,122,🦔 https://t.co/HWePVfutHh
156,1309431773433036801,2020-09-25 09:57:17+00:00,7555,343,242,🦡 https://t.co/PZFoXfd6m3
157,1309431397375979522,2020-09-25 09:55:47+00:00,9852,620,212,Noguchi https://t.co/cDtSF8I46a
158,1309313732900728833,2020-09-25 02:08:14+00:00,8035,330,264,Joel Katz and Ameer Sudan https://t.co/V6FB7mR6bR
159,1309270242393288705,2020-09-24 23:15:25+00:00,69073,3817,779,My brothers M1 and Dave Chappelle called me to support https://t.co/1TVDxN4b1N
160,1309215314119471104,2020-09-24 19:37:09+00:00,16697,1253,488,JAMES LINDSAY IS THE MOST IMPORTANT AND POWERFUL ENTREPRENEUR IN THE WORLD ... HE DON’T GOT TO BEG TO BE ON BOARDS SEATS   HE MADE HIS OWN   JAMES IS TRULY FREE https://t.co/7G3p8kIKXK
161,1309169112187367425,2020-09-24 16:33:34+00:00,89888,7683,2065,My first pillar when I’m on the board of adidas will be an adidas Nike collaboration to support community growth
162,1309005254130831360,2020-09-24 05:42:27+00:00,137413,15351,2453,I WATCH BLADERUNNER  ON REPEAT https://t.co/qhXFiVweCs
163,1309004870830166016,2020-09-24 05:40:55+00:00,26509,3124,486,DENIS VILLENEUVE https://t.co/XFdbnkVV8g
164,1309004461587795968,2020-09-24 05:39:18+00:00,34482,4544,574,WE WILL BE RECOGNIZED
165,1309002757160960003,2020-09-24 05:32:32+00:00,44537,3457,502,⛷ https://t.co/ilz6KoqU9D
166,1308982618290032640,2020-09-24 04:12:30+00:00,6283,322,183,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/bUw9wBsAdM
167,1308982450383712256,2020-09-24 04:11:50+00:00,6940,344,137,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/3VA6ymxdF6
168,1308982286331842560,2020-09-24 04:11:11+00:00,7517,434,141,LAQUAN SMITH AND HYPE WILLIAMS https://t.co/wEe0DwBgub
169,1308981790212853762,2020-09-24 04:09:13+00:00,13250,824,224,Laquan Smith and Hype Williams https://t.co/GkI0S0TfPO
170,1308963080378953729,2020-09-24 02:54:52+00:00,25585,1853,493,Sci Fi https://t.co/NLsUGQWYB1
171,1308883804266860544,2020-09-23 21:39:51+00:00,21254,1877,511,https://t.co/lRqbKSMdwd
172,1308863680067571714,2020-09-23 20:19:53+00:00,71239,4833,964,Now let’s have Universal match me https://t.co/ui7D8kyPQR
173,1308844645212880896,2020-09-23 19:04:15+00:00,158813,17172,2865,I’m giving all Good music artist back the 50% share I have of their masters
174,1308456824383840256,2020-09-22 17:23:11+00:00,32128,1744,632,YZY Farm to table ⛷ it’s a good start https://t.co/JKHmY3eL9v
175,1308443797802508290,2020-09-22 16:31:25+00:00,37671,4189,1713,WE MUST FORM A UNION     WE MUST UNIFY https://t.co/drZWqJCwse
176,1308395947773194242,2020-09-22 13:21:17+00:00,5907,316,233,https://t.co/LlxJwI2Dye
177,1308395789329203201,2020-09-22 13:20:39+00:00,19927,1074,397,Neil Young basically has his own Spotify https://t.co/0JrYQnNGXS
178,1308385280651452416,2020-09-22 12:38:54+00:00,135939,13800,1511,My mama was a’ English teacher     I know how to use correct English    But Sometimes I just don’t feel like it aaaand I ain’t got to ⛷
179,1308384830237806593,2020-09-22 12:37:06+00:00,19823,1416,345,I believe Master P and Uncle Luke we’re fully independent     They pressed they own vinyl
180,1308384460782497793,2020-09-22 12:35:38+00:00,26578,1806,535,Been trying to connect with Master P  and Baby I’ve always felt they understood how to be independent
181,1308383844404400128,2020-09-22 12:33:11+00:00,255486,78327,2680,WINNING IS THE ONLY OPTION
182,1308268741545713664,2020-09-22 04:55:49+00:00,24897,1284,993,Getting our simplified DONDA gardens together      No squash 🤷🏾‍♂️ aaaaand definitely no broccoli 🤣 https://t.co/L82gJLpRWV
183,1308236662783131648,2020-09-22 02:48:20+00:00,102708,8372,1451,🕊 https://t.co/9A1Lwu1Uec
184,1308200905783652352,2020-09-22 00:26:15+00:00,79607,6481,1428,⛷ https://t.co/jEx5jjuXgM
185,1308170075061460993,2020-09-21 22:23:45+00:00,39155,3993,512,https://t.co/oSO2zAoid7
186,1308163562926305280,2020-09-21 21:57:52+00:00,19268,1076,454,YZY DESIGN MEETING WITH MARK MINER AND RANDAL YARBOROUGH https://t.co/ayCniv83dr
187,1308117220300525569,2020-09-21 18:53:43+00:00,8649,526,379,THE LAST POST SHOWING THE BOLLORE BOARD WAS MISSING PHOTOS ... HERE GOES EVERYONE ⛷ https://t.co/iETBuENaE7
188,1308109354797735936,2020-09-21 18:22:28+00:00,15555,958,576,AND MY SUPER DUPER POOPER SCOOPER STAR SHIP TROOPER BEST FRIENDS AT BOLLORE 😊 https://t.co/0xces8X5TU
189,1308108536249942021,2020-09-21 18:19:13+00:00,9238,521,322,MY NEW FRIENDS AT VIVENDI 😊 https://t.co/wxvlDzgqTS
190,1308108399939182593,2020-09-21 18:18:40+00:00,15952,842,510,THESE ARE ALL GOING TO BE MY BEST FRIENDS SOME DAY 😊 UNIVERSAL https://t.co/R3trGtSB5L
191,1307936792591495168,2020-09-21 06:56:46+00:00,39929,2787,856,Ma$e is right about that line ... I always felt funny about that line ... Ma$e is one of my favorite rappers and I based a lot of my flows off of him ...  I’m the king of “ooh can I get away with this bars” so I reap what I sow when the next generation does the same to me.
192,1307742939364417538,2020-09-20 18:06:28+00:00,32646,3775,824,There are 5 main pillars in a professional musicians business                        Recording    Publishing    Touring    Merchandise    &amp;   Name and likeness
